Number of Hidden Nodes, Learning Rate, Activation Function, RMSE (1), RMSE (2), RMSE (3), RMSE (Average)
8, 0.425, TANH, 37.50942169961167, 37.346704976351965, 37.457328936710894, 37.43781853755818
8, 0.425, RELU, 44.98765264786816, 48.676426093579124, 37.47015072938187, 43.71140982360972
8, 0.45, SIGMOID, 34.427175972125085, 34.48754929210736, 35.12486744589707, 34.67986423670984
8, 0.45, TANH, 37.30619857669041, 37.19368989177687, 37.230386303981554, 37.243424924149615
8, 0.45, RELU, 43.99160214425538, 38.88424241877539, 37.73822138723158, 40.204688650087455
8, 0.475, SIGMOID, 35.013497827464086, 35.183439477553186, 35.658866246281136, 35.2852678504328
8, 0.475, TANH, 36.90326261917137, 36.96440758208207, 36.88098427197251, 36.91621815774199
8, 0.475, RELU, 43.51800243767486, 39.46570986658041, 44.643310579293264, 42.542340961182845
8, 0.5, SIGMOID, 34.31422363695964, 34.37182025078494, 35.153117359061135, 34.613053748935236
8, 0.5, TANH, 36.742110378067, 36.93861427802636, 37.086664283222376, 36.922462979771915
8, 0.5, RELU, 46.979435352809055, 46.667445164612445, 38.8496653709493, 44.1655152961236
9, 0.025, SIGMOID, 52.89401555570906, 53.189329339524534, 53.17882883424882, 53.0873912431608
9, 0.025, TANH, 34.66025859862937, 34.03510824395016, 33.94897388401654, 34.21478024219869
9, 0.025, RELU, 40.25653690672752, 34.70666045556991, 37.1861357889323, 37.3831110504099
9, 0.05, SIGMOID, 50.82662860149388, 51.821718645575196, 52.33016789800104, 51.6595050483567
9, 0.05, TANH, 34.00866051407211, 34.355752603861866, 34.1803355555116, 34.18158289114853
9, 0.05, RELU, 50.95243314097598, 38.1624016016943, 34.449133593028264, 41.187989445232844
9, 0.075, SIGMOID, 35.39155010719965, 35.59679334054805, 35.12445266276096, 35.370932036836216
9, 0.075, TANH, 35.178937919820065, 35.28905605650134, 35.466416706818, 35.31147022771313
9, 0.075, RELU, 34.71141907814191, 35.14106485685258, 38.38030470289227, 36.07759621262892
9, 0.1, SIGMOID, 34.64062330355034, 35.26566455334347, 34.06761375107184, 34.657967202655215
9, 0.1, TANH, 35.38642739363874, 35.268532534358236, 35.44368991481239, 35.36621661426978
9, 0.1, RELU, 36.26965695799169, 36.434138415776374, 35.602801058902614, 36.10219881089022
9, 0.125, SIGMOID, 34.83191946374338, 34.57783977664881, 33.98167626902712, 34.463811836473106
9, 0.125, TANH, 36.08081373193006, 36.493242093448245, 36.074676989618105, 36.21624427166547
9, 0.125, RELU, 46.69726399849772, 33.91757302608762, 33.359778413773356, 37.9915384794529
9, 0.15, SIGMOID, 34.25532357924338, 33.87335114893105, 34.78808414079228, 34.30558628965557
9, 0.15, TANH, 36.817589082488816, 36.63072641565455, 37.067797522514994, 36.83870434021945
9, 0.15, RELU, 34.898351429538494, 35.361645139773444, 33.87120031831593, 34.71039896254262
9, 0.175, SIGMOID, 33.5923735506521, 34.88408512278185, 34.180126329971266, 34.21886166780174
9, 0.175, TANH, 37.20948036237495, 36.938861189077485, 37.1068611032307, 37.085067551561046
9, 0.175, RELU, 35.42656836092708, 34.681725512235104, 35.69581389658911, 35.26803592325043
9, 0.2, SIGMOID, 34.61496320575386, 34.18234337532337, 35.45970977286662, 34.752338784647954
9, 0.2, TANH, 37.419023458382, 36.96488783135005, 37.32170698694922, 37.235206092227095
9, 0.2, RELU, 36.75321870454759, 35.01649813281779, 37.48034328687481, 36.416686708080064
9, 0.225, SIGMOID, 35.70624453422547, 34.97438832530421, 32.56892765106498, 34.41652017019822
9, 0.225, TANH, 37.64991680296536, 37.660101553278274, 37.81832338031118, 37.70944724551827
9, 0.225, RELU, 40.29767788438144, 37.17021300081544, 36.136787467362, 37.868226117519626
9, 0.25, SIGMOID, 35.48526079768204, 34.09878754821269, 35.35120116428308, 34.9784165033926
9, 0.25, TANH, 37.541796306472705, 37.768960577485146, 37.621537137186415, 37.644098007048086
9, 0.25, RELU, 36.10585417250468, 34.848570523650324, 36.68587581097696, 35.88010016904399
9, 0.275, SIGMOID, 34.901982005515954, 34.96187507110671, 34.02439766049618, 34.62941824570628
9, 0.275, TANH, 37.77660932113615, 37.849997090056505, 37.82501861337539, 37.81720834152268
9, 0.275, RELU, 34.493568042824556, 43.73178644892893, 41.24746947201767, 39.82427465459038
9, 0.3, SIGMOID, 35.24521873317259, 32.64378696466192, 34.93821704067521, 34.275740912836575
9, 0.3, TANH, 37.793631177240556, 37.7932909405887, 37.853412715388814, 37.81344494440602
9, 0.3, RELU, 40.37458978965396, 35.63173381591692, 40.04071151454031, 38.68234504003706
9, 0.325, SIGMOID, 35.291255485837475, 34.56088380142442, 35.16491211293253, 35.00568380006481
9, 0.325, TANH, 37.75877993568225, 37.90043353809665, 37.78439814752425, 37.81453720710105
9, 0.325, RELU, 39.42731575090204, 37.97590028250516, 42.973548230219, 40.1255880878754
9, 0.35, SIGMOID, 34.63669749330569, 34.884569120900125, 33.67483403198252, 34.39870021539611
9, 0.35, TANH, 37.87798553713451, 37.79593628177568, 37.614263286990145, 37.76272836863345
9, 0.35, RELU, 47.54157890237756, 38.79222425955955, 42.8324307805928, 43.05541131417664
9, 0.375, SIGMOID, 34.55298154747641, 35.44380767517959, 35.33640491366368, 35.11106471210656
9, 0.375, TANH, 37.673272542347256, 37.68215280138272, 37.77633397553164, 37.710586439753875
9, 0.375, RELU, 39.81603441525814, 44.33017932045235, 35.82813634894873, 39.99145002821974
9, 0.4, SIGMOID, 35.17489245475219, 34.70186894446813, 35.318143630123046, 35.06496834311446
9, 0.4, TANH, 37.40155126952445, 37.356154705198, 37.441760319273364, 37.3998220979986
9, 0.4, RELU, 38.95351614916118, 35.736789507493484, 42.4421208619411, 39.04414217286526
9, 0.425, SIGMOID, 34.01487281080158, 35.026671168993964, 35.04331859895089, 34.694954192915475
9, 0.425, TANH, 37.44276460014477, 37.48823251299682, 37.22265977757346, 37.384552296905014
9, 0.425, RELU, 43.201538937644074, 36.995119084680475, 40.309633387977584, 40.16876380343405
9, 0.45, SIGMOID, 34.85040780324968, 34.56210746244228, 35.14833854727475, 34.853617937655564
9, 0.45, TANH, 37.52302366548643, 37.15111539146685, 37.091843185080144, 37.25532741401114
9, 0.45, RELU, 48.22061621751402, 48.82501294741116, 41.44861630110939, 46.164748488678185
9, 0.475, SIGMOID, 35.26926176040797, 34.942076289315125, 34.94792584925808, 35.05308796632706
9, 0.475, TANH, 37.0326613579594, 37.14803434448658, 36.96950066948883, 37.050065457311604
9, 0.475, RELU, 44.461405784023796, 49.39976992420361, 39.33697293024222, 44.39938287948988
9, 0.5, SIGMOID, 35.170998679854236, 33.98442381115402, 34.76967223908612, 34.64169824336479
9, 0.5, TANH, 36.92622118017523, 36.96115900228175, 36.72554055241216, 36.870973578289714
9, 0.5, RELU, 36.41587863419423, 45.22883759208807, 44.18505614041967, 41.94325745556733
10, 0.025, SIGMOID, 52.806009577072246, 53.5947273160441, 53.35881475381241, 53.25318388230958
10, 0.025, TANH, 33.973711132412085, 33.708134830368174, 34.02478149546862, 33.90220915274963
10, 0.025, RELU, 33.82894516077905, 36.84800882537839, 36.14899772641164, 35.60865057085636
10, 0.05, SIGMOID, 51.821936186607175, 50.369381101137364, 51.894059917281076, 51.36179240167521
10, 0.05, TANH, 34.011688882369896, 34.243879938903596, 34.079619868577495, 34.11172956328367
10, 0.05, RELU, 34.38293847113959, 38.06337701711716, 35.211857766034925, 35.886057751430556
10, 0.075, SIGMOID, 33.61137813924473, 51.68745465872028, 33.64126808265158, 39.64670029353886
10, 0.075, TANH, 34.58796543853397, 35.83114820316211, 34.75233020570486, 35.05714794913364
10, 0.075, RELU, 36.200456666815626, 36.378816400738174, 31.954944829248795, 34.8447392989342
10, 0.1, SIGMOID, 35.2051170283768, 34.63573868553577, 34.32469644763725, 34.721850720516606
10, 0.1, TANH, 35.20031832911808, 35.724872852136535, 35.46469054819541, 35.46329390981668
10, 0.1, RELU, 38.14487405306301, 40.87666897053574, 34.28997576504348, 37.770506262880744
10, 0.125, SIGMOID, 35.20790003898098, 34.72177244983233, 33.530611766234564, 34.48676141834929
10, 0.125, TANH, 36.08624490498381, 36.120877682814715, 35.92599645920469, 36.04437301566774
10, 0.125, RELU, 51.86278818911909, 37.37790044537602, 35.78977529442821, 41.676821309641106
10, 0.15, SIGMOID, 34.85023563452299, 34.994199284264894, 34.89574554845375, 34.91339348908054
10, 0.15, TANH, 36.89259658790304, 36.674692876329225, 36.20163294614311, 36.58964080345846
10, 0.15, RELU, 34.98705942955552, 36.775980727394824, 39.21399358025765, 36.99234457906933
10, 0.175, SIGMOID, 34.3598496005825, 33.77355502374529, 33.70175814370055, 33.94505425600945
10, 0.175, TANH, 36.91498995562551, 37.101569944127135, 37.45021988477294, 37.15559326150853
10, 0.175, RELU, 36.701742173475914, 34.46870528888147, 40.55160018466696, 37.24068254900811
10, 0.2, SIGMOID, 34.331899116995785, 35.10292650993358, 34.31186063944826, 34.582228755459205
10, 0.2, TANH, 37.7007093375344, 37.3022474832339, 37.45519667168723, 37.486051164151846
10, 0.2, RELU, 37.483825114339204, 35.76251012237719, 34.30640653082493, 35.850913922513776
10, 0.225, SIGMOID, 34.626246029695864, 34.82906385803438, 34.279398515119794, 34.578236134283344
10, 0.225, TANH, 37.86240290188142, 37.80186532252259, 37.685051951297474, 37.78310672523383
10, 0.225, RELU, 37.861229362054935, 34.717333572063204, 42.068535582212945, 38.215699505443695
10, 0.25, SIGMOID, 34.90830456899897, 34.73097404751986, 34.796505261982965, 34.81192795950059
10, 0.25, TANH, 37.698923791144935, 37.74891108577161, 37.753124670554755, 37.733653182490436
10, 0.25, RELU, 38.922105734570415, 36.71771423516975, 38.16367536304488, 37.934498444261685
10, 0.275, SIGMOID, 35.19778816530604, 34.070937357059044, 34.01142189986325, 34.426715807409444
10, 0.275, TANH, 37.88515096739498, 37.42016579619461, 37.92133973255209, 37.74221883204723
10, 0.275, RELU, 36.782292366661174, 37.53842981755992, 37.709453498479, 37.34339189423337
10, 0.3, SIGMOID, 35.10723919933004, 35.68688212394516, 35.507142591116896, 35.433754638130694
10, 0.3, TANH, 38.24011602896525, 37.71783437605145, 37.87501416117825, 37.94432152206499
10, 0.3, RELU, 38.73834475587102, 36.807100683547404, 40.43257267970301, 38.659339373040474
10, 0.325, SIGMOID, 34.292565197559156, 34.641648036409265, 34.376329332962584, 34.43684752231034
10, 0.325, TANH, 37.90273092547149, 37.84791858869108, 38.017051872665235, 37.9225671289426
10, 0.325, RELU, 37.16272943369443, 38.769295558074866, 40.21797320784664, 38.71666606653864
10, 0.35, SIGMOID, 34.720026615212745, 34.78124170165025, 34.88667081357379, 34.795979710145595
10, 0.35, TANH, 37.66280511862842, 37.693966686140335, 37.78329920524427, 37.71335700333768
10, 0.35, RELU, 35.9645214302569, 38.597152798879975, 39.56511072006054, 38.042261649732474
10, 0.375, SIGMOID, 35.24201330985246, 34.58097520130928, 33.840438352514504, 34.554475621225414
10, 0.375, TANH, 37.55264191638846, 37.62279819449698, 37.59043765151142, 37.588625920798954
10, 0.375, RELU, 41.00167121239443, 45.81939213181671, 49.6137971150431, 45.47828681975142
10, 0.4, SIGMOID, 34.37886843391786, 34.33424007700677, 35.124166134259454, 34.612424881728025
10, 0.4, TANH, 37.70348028026553, 37.46208578170353, 37.415999340992826, 37.527188467653964
10, 0.4, RELU, 42.282106991887495, 38.01856044184949, 52.23772174705703, 44.17946306026467
10, 0.425, SIGMOID, 35.17727410763252, 34.72923571566331, 35.070799057034804, 34.992436293443546
10, 0.425, TANH, 37.279586840521944, 37.31516952085689, 37.23081375607658, 37.2751900391518
10, 0.425, RELU, 40.26759987811645, 42.23304536144908, 38.60212787440718, 40.367591037990906
10, 0.45, SIGMOID, 34.64063590545941, 33.85279491725024, 34.94463687512805, 34.479355899279234
10, 0.45, TANH, 37.25285473881184, 37.09898855314026, 37.076058620353656, 37.14263397076858
10, 0.45, RELU, 37.78269898018657, 38.52989417633788, 39.46550231630873, 38.59269849094439
10, 0.475, SIGMOID, 34.175815248441914, 34.68833869346846, 35.470510118704425, 34.778221353538264
10, 0.475, TANH, 37.18769430197353, 37.06929697918838, 36.97770192017211, 37.07823106711134
10, 0.475, RELU, 48.7110330928794, 43.43874328853393, 44.95520457309292, 45.70166031816874
10, 0.5, SIGMOID, 35.00003664983044, 35.19322628272486, 35.12923899416745, 35.107500642240915
10, 0.5, TANH, 36.954846235215165, 36.941510555907094, 36.74316521204815, 36.87984066772347
10, 0.5, RELU, 42.66988589376032, 49.548545254726946, 35.076420869492274, 42.431617339326515
11, 0.025, SIGMOID, 53.21415774879886, 53.378351988540956, 52.998249242743995, 53.19691966002794
11, 0.025, TANH, 34.17477549127611, 33.707270641133405, 34.006213726648205, 33.96275328635257
11, 0.025, RELU, 33.40834243702374, 35.436848264088006, 35.87958943421364, 34.90826004510846
11, 0.05, SIGMOID, 52.55060181366698, 52.10243074494839, 52.00032636477964, 52.21778630779833
11, 0.05, TANH, 33.982989277197994, 33.99513785511474, 34.07962770566478, 34.01925161265917
11, 0.05, RELU, 34.504194119328304, 37.934466832572646, 34.669684501115356, 35.7027818176721
11, 0.075, SIGMOID, 49.81944979763098, 34.201582349553696, 50.91810115585414, 44.979711101012946
11, 0.075, TANH, 34.78171514921384, 34.45476231484928, 34.78069059975264, 34.67238935460525
11, 0.075, RELU, 36.49201800974854, 37.44185550994681, 34.68007500549612, 36.20464950839716
11, 0.1, SIGMOID, 48.651640472716906, 35.143381720269915, 34.736431709351656, 39.51048463411283
11, 0.1, TANH, 35.49920578565706, 35.45397498092513, 42.529263698810354, 37.82748148846418
11, 0.1, RELU, 37.25034813199488, 36.02626247078329, 35.1945544922038, 36.157055031660654
11, 0.125, SIGMOID, 33.86601531672364, 34.84484786481447, 34.010670576970526, 34.240511252836214
11, 0.125, TANH, 36.10950431925978, 35.99341750789106, 36.203352941101386, 36.102091589417405
11, 0.125, RELU, 38.32743679164699, 36.17574858716465, 39.47465761145837, 37.99261433009
11, 0.15, SIGMOID, 34.617734904238425, 35.26703939836838, 33.0274440332782, 34.30407277862834
11, 0.15, TANH, 36.9000713632352, 36.65334427968742, 36.807466963927546, 36.786960868950054
11, 0.15, RELU, 33.01396179229433, 37.56718874626647, 36.817930923573556, 35.79969382071145
11, 0.175, SIGMOID, 35.296333285660396, 33.934469836442084, 35.14059912953614, 34.790467417212874
11, 0.175, TANH, 37.12546545785757, 37.00072083554344, 37.15366635212282, 37.09328421517461
11, 0.175, RELU, 34.260474528644906, 33.34876234504167, 34.2336399876684, 33.94762562045165
11, 0.2, SIGMOID, 34.83965256630707, 35.026310613255895, 34.35921549005041, 34.74172622320446
11, 0.2, TANH, 37.35760558007069, 37.61071345842915, 37.378992137247785, 37.44910372524921
11, 0.2, RELU, 36.03759960238503, 35.75045039701181, 39.170390283877055, 36.9861467610913
11, 0.225, SIGMOID, 34.342882091696836, 35.02388958190127, 34.95475686575331, 34.77384284645047
11, 0.225, TANH, 37.64340272156016, 37.67355355965891, 37.600939919413456, 37.63929873354417
11, 0.225, RELU, 34.815494683219775, 36.39273198886866, 37.78510814582905, 36.331111605972495
11, 0.25, SIGMOID, 35.97578017820745, 35.04910454480908, 34.111825714118524, 35.045570145711686
11, 0.25, TANH, 37.2559994784583, 37.748090732177296, 37.768508405550584, 37.59086620539539
11, 0.25, RELU, 38.59493609434528, 34.987306760819145, 38.48141534580029, 37.354552733654906
11, 0.275, SIGMOID, 34.912949470406105, 33.05612363830764, 34.809582525201115, 34.259551877971624
11, 0.275, TANH, 37.773857719220075, 37.78791636800392, 37.87875284013987, 37.813508975787954
11, 0.275, RELU, 32.30165382912017, 36.24917108924948, 39.90026792722153, 36.15036428186372
11, 0.3, SIGMOID, 35.3442398047652, 34.74203973286236, 35.28928866143368, 35.12518939968708
11, 0.3, TANH, 37.62013272347547, 37.83772696944619, 38.033845777223966, 37.83056849004854
11, 0.3, RELU, 38.890724218223376, 37.64270744129359, 34.44104237591161, 36.991491345142855
11, 0.325, SIGMOID, 34.77147200293311, 33.877785425868424, 34.97845908498153, 34.54257217126102
11, 0.325, TANH, 37.89831733075877, 37.93531725412826, 37.88737900030932, 37.90700452839878
11, 0.325, RELU, 35.658990340788286, 43.0742952665179, 43.096071246489274, 40.60978561793182
11, 0.35, SIGMOID, 35.40593832886365, 34.8974765448719, 34.443778976191474, 34.91573128330901
11, 0.35, TANH, 37.65549344240329, 37.72448617645523, 37.63716795533807, 37.6723825247322
11, 0.35, RELU, 37.33304406734353, 40.905646546214705, 36.22914223523291, 38.155944282930385
11, 0.375, SIGMOID, 35.42282207093122, 33.63383324636407, 34.83887357979257, 34.631842965695945
11, 0.375, TANH, 37.5669179460411, 37.50528002617656, 37.55222493743749, 37.54147430321838
11, 0.375, RELU, 38.23955737014989, 42.53044763276475, 42.358776245939424, 41.04292708295136
11, 0.4, SIGMOID, 35.012169871532336, 35.22968333185344, 34.13909404778449, 34.793649083723416
11, 0.4, TANH, 37.47359750349648, 37.57700872044313, 37.71685511197177, 37.589153778637126
11, 0.4, RELU, 42.79197000232597, 39.5034707681257, 46.51947933891207, 42.93830670312125
11, 0.425, SIGMOID, 34.630295647723926, 35.213597098507734, 35.26188614546613, 35.035259630565925
11, 0.425, TANH, 37.21503152198365, 37.21177516895346, 37.635995660079544, 37.35426745033888
11, 0.425, RELU, 37.480797040553256, 37.088402515118666, 40.40690187903088, 38.32536714490094
11, 0.45, SIGMOID, 34.287705662041745, 34.127212983854314, 35.2643401627718, 34.559752936222615
11, 0.45, TANH, 37.122497603777504, 37.41041180700967, 37.21448323136659, 37.24913088071792
11, 0.45, RELU, 40.98568564045919, 43.38130002201866, 41.68041721556001, 42.01580095934595
11, 0.475, SIGMOID, 35.16230591525769, 34.12036938808964, 35.172520268617234, 34.818398523988186
11, 0.475, TANH, 37.164095355615814, 37.053875671586034, 37.218458789532825, 37.14547660557823
11, 0.475, RELU, 43.92587005192643, 49.458875861502015, 42.723477106280846, 45.36940767323643
11, 0.5, SIGMOID, 34.40091063605031, 35.509481823381535, 34.961516922790736, 34.95730312740753
11, 0.5, TANH, 37.05078207119049, 36.950969766556156, 36.740111152763355, 36.91395433016999
11, 0.5, RELU, 49.168005391645124, 49.69849769195716, 45.373882981111805, 48.08012868823803
12, 0.025, SIGMOID, 53.106073204762104, 52.94485145664189, 52.645043986194075, 52.898656215866026
12, 0.025, TANH, 33.80898851365695, 33.948906642262806, 33.689376711478246, 33.81575728913267
12, 0.025, RELU, 36.33325217158006, 37.13462952509693, 37.773811219989476, 37.08056430555549
12, 0.05, SIGMOID, 50.93543285037497, 52.104734686871545, 52.55245960191485, 51.864209046387124
12, 0.05, TANH, 34.37803594146435, 34.285000961753774, 35.01808565659597, 34.5603741866047
12, 0.05, RELU, 35.510883445210325, 39.27205054552428, 37.48721446994773, 37.423382820227445
12, 0.075, SIGMOID, 40.36087048464205, 51.56721701523683, 33.2385358863443, 41.72220779540772
12, 0.075, TANH, 35.386743715737275, 34.540532799395514, 35.009821971888464, 34.97903282900708
12, 0.075, RELU, 36.2977907998493, 36.06769249756841, 34.53318566304504, 35.63288965348758
12, 0.1, SIGMOID, 35.475565758930664, 34.0499290169425, 34.32872305520227, 34.618072610358475
12, 0.1, TANH, 38.848000422399174, 35.18685069286964, 35.31374376597225, 36.449531627080354
12, 0.1, RELU, 38.91592646449393, 34.23471230111725, 32.730634478786385, 35.29375774813252
12, 0.125, SIGMOID, 35.46715841871746, 33.542843101905646, 35.00504209321496, 34.67168120461269
12, 0.125, TANH, 36.52719243757293, 35.99358691990245, 36.257162965812235, 36.25931410776254
12, 0.125, RELU, 35.0505221809926, 35.31748887787112, 33.15268381988573, 34.50689829291648
12, 0.15, SIGMOID, 34.53345633820435, 35.02465201502686, 33.76859118035727, 34.442233177862825
12, 0.15, TANH, 36.99660151290752, 36.852212527805655, 37.0397266852159, 36.96284690864302
12, 0.15, RELU, 37.762069856690246, 30.965686472232694, 35.45326481702465, 34.7270070486492
12, 0.175, SIGMOID, 35.24298721362868, 35.22923616444988, 33.89948000393147, 34.790567794003344
12, 0.175, TANH, 37.074257236363245, 37.22409007930188, 37.519103518459, 37.2724836113747
12, 0.175, RELU, 36.67163837441238, 36.1236808749227, 31.971026810107315, 34.92211535314747
12, 0.2, SIGMOID, 32.918711135969076, 34.63569483048822, 34.09852129656148, 33.884309087672925
12, 0.2, TANH, 36.70943076986459, 37.61236640320924, 37.59965416699293, 37.30715044668892
12, 0.2, RELU, 31.649747426026074, 38.375556871372034, 35.837253779681824, 35.287519359026646
12, 0.225, SIGMOID, 33.6149439561314, 34.97171858094063, 35.39718269304104, 34.66128174337103
12, 0.225, TANH, 37.68719632584947, 37.71806044090703, 37.283071276304895, 37.5627760143538
12, 0.225, RELU, 37.759078681650784, 41.338843106258444, 33.153434149295194, 37.41711864573481
12, 0.25, SIGMOID, 35.21641003260767, 34.26706280406275, 35.24945657379843, 34.91097647015628
12, 0.25, TANH, 37.492309674034544, 37.92082654719483, 37.730936762924344, 37.714690994717905
12, 0.25, RELU, 37.3889058690773, 33.91803636692233, 35.94813937799568, 35.751693871331774
12, 0.275, SIGMOID, 34.93743117077895, 34.53018791876195, 34.69480047037157, 34.72080651997083
12, 0.275, TANH, 37.77422328211907, 37.69381572378934, 37.85972833551244, 37.77592244714028
12, 0.275, RELU, 34.261230597606335, 64.14465089059091, 40.53408284238021, 46.313321443525815
12, 0.3, SIGMOID, 35.42785399370253, 34.27324778300327, 35.071035891840005, 34.92404588951527
12, 0.3, TANH, 37.869993574738025, 37.8321594039074, 37.79133353107486, 37.831162169906754
12, 0.3, RELU, 39.72983676619672, 37.67392710867129, 36.835039471046905, 38.079601115304975
12, 0.325, SIGMOID, 34.41084420034338, 35.33106370408803, 35.113766027876444, 34.95189131076928
12, 0.325, TANH, 37.72654512436378, 37.871320044481706, 37.77886391594664, 37.79224302826404
12, 0.325, RELU, 37.89091579695977, 35.1238337942873, 35.581917061994204, 36.198888884413755
12, 0.35, SIGMOID, 35.33364147402813, 35.68347364891042, 35.22664497471979, 35.41458669921945
12, 0.35, TANH, 37.68440507402264, 37.69144181451474, 37.63385203037249, 37.66989963963662
12, 0.35, RELU, 39.31849433544516, 45.3949615032925, 38.852116531729486, 41.18852412348905
12, 0.375, SIGMOID, 33.904178853173846, 34.18296635772286, 35.37587175487502, 34.48767232192391
12, 0.375, TANH, 37.57792624959401, 37.566543760437845, 37.945733431691444, 37.696734480574435
12, 0.375, RELU, 36.64599462737851, 39.36196810196633, 35.151186011890736, 37.05304958041186
12, 0.4, SIGMOID, 35.26336905348532, 34.745724977013985, 34.290826097978766, 34.766640042826026
12, 0.4, TANH, 37.55049984408273, 37.69560152393486, 37.409755761917225, 37.55195237664494
12, 0.4, RELU, 35.237088800900445, 43.40189000796366, 40.50871069929196, 39.715896502718685
12, 0.425, SIGMOID, 34.29992726375941, 34.73909702677575, 34.82056853654714, 34.619864275694106
12, 0.425, TANH, 37.28669094675068, 37.54462065211362, 37.27687504725836, 37.36939554870755
12, 0.425, RELU, 39.462733452747116, 35.9949752341858, 41.187686138908255, 38.881798275280396
12, 0.45, SIGMOID, 35.34762550282927, 35.306965224742825, 34.711341627318255, 35.12197745163012
12, 0.45, TANH, 37.12454010795317, 37.2253631193268, 37.04913138155983, 37.13301153627994
12, 0.45, RELU, 40.31273845551599, 41.37496847861768, 41.82943515163463, 41.1723806952561
12, 0.475, SIGMOID, 35.23003560471887, 34.513745383765844, 34.05568479678899, 34.59982192842457
12, 0.475, TANH, 37.12768949573496, 36.86376909755552, 37.00115979266476, 36.99753946198508
12, 0.475, RELU, 38.99320405603031, 37.364920046684546, 40.99504228722743, 39.11772212998076
12, 0.5, SIGMOID, 34.34971018809287, 34.61611761428936, 33.59241968153865, 34.18608249464029
12, 0.5, TANH, 36.7350110481172, 36.71548992204777, 36.726069768963086, 36.72552357970935
12, 0.5, RELU, 35.76449147223979, 39.17055295776892, 44.890099517932796, 39.94171464931383
13, 0.025, SIGMOID, 52.971801849086496, 52.954447451229946, 52.88387571701955, 52.936708339111995
13, 0.025, TANH, 33.901571855909395, 34.96512795692059, 33.71705032630974, 34.19458337971324
13, 0.025, RELU, 35.31323607222046, 35.518338493458046, 35.51631964118512, 35.44929806895454
13, 0.05, SIGMOID, 51.802615522732644, 51.88026673185256, 52.849104865014716, 52.177329039866635
13, 0.05, TANH, 34.793786454485264, 34.05043309042557, 34.53970789038512, 34.461309145098646
13, 0.05, RELU, 37.42592081328635, 38.30042905805377, 35.250933719408216, 36.992427863582776
13, 0.075, SIGMOID, 34.38804080942991, 34.573988969991404, 49.59581612655873, 39.51928196866002
13, 0.075, TANH, 38.8561470968003, 34.884193379695226, 37.83957954445667, 37.19330667365073
13, 0.075, RELU, 34.090249744895644, 32.854779348447, 33.90322282191508, 33.61608397175257
13, 0.1, SIGMOID, 33.868109190572554, 35.052315514570985, 34.45066720121304, 34.45703063545219
13, 0.1, TANH, 35.63687505315054, 35.44525859701539, 35.839799232442346, 35.64064429420276
13, 0.1, RELU, 32.93838776134021, 34.322264647188156, 35.115954189755925, 34.125535532761425
13, 0.125, SIGMOID, 34.714905108274806, 34.80692556520601, 35.35823495275, 34.96002187541027
13, 0.125, TANH, 36.3130638561741, 36.40819433427328, 36.29963822217194, 36.34029880420644
13, 0.125, RELU, 34.113845345242716, 30.652727513911433, 33.094963317335086, 32.620512058829746
13, 0.15, SIGMOID, 35.24345474398581, 33.54232487650588, 34.667060567710756, 34.48428006273415
13, 0.15, TANH, 36.73646935136563, 36.227124221570534, 36.63085462933762, 36.53148273409126
13, 0.15, RELU, 37.65237172276706, 31.922792533066882, 31.73402246124264, 33.7697289056922
13, 0.175, SIGMOID, 34.65799353788157, 35.032437282281116, 34.130925091520545, 34.60711863722775
13, 0.175, TANH, 36.97910272305287, 37.294477858195926, 36.50867068050084, 36.92741708724988
13, 0.175, RELU, 35.920093573158255, 33.69271917707701, 33.14635379720408, 34.25305551581312
13, 0.2, SIGMOID, 34.08054020793655, 34.09661167145627, 35.75357246126269, 34.64357478021851
13, 0.2, TANH, 37.753145539209534, 37.214240251372054, 37.02188681457849, 37.32975753505335
13, 0.2, RELU, 35.19493634294946, 36.10720852031748, 35.00161236208221, 35.434585741783046
13, 0.225, SIGMOID, 35.113944560547296, 34.33212299250148, 34.81977322057991, 34.75528025787623
13, 0.225, TANH, 37.682660848761536, 37.61612733462519, 37.83853981052418, 37.712442664636974
13, 0.225, RELU, 35.52963344223475, 37.40878917989037, 33.640508914791205, 35.526310512305436
13, 0.25, SIGMOID, 35.68275647434391, 33.781207236620126, 34.750625722693286, 34.73819647788577
13, 0.25, TANH, 37.754107858989094, 37.64267380942439, 37.55156128352737, 37.64944765064695
13, 0.25, RELU, 35.742110362421776, 39.122661248247795, 32.79934956621899, 35.88804039229619
13, 0.275, SIGMOID, 34.45118567743517, 34.34791783989357, 35.563530370582264, 34.787544629303675
13, 0.275, TANH, 38.00968958230245, 37.962974195235425, 37.756426296239496, 37.90969669125912
13, 0.275, RELU, 37.21905912645069, 36.80103484689168, 35.9541924398989, 36.65809547108042
13, 0.3, SIGMOID, 35.51910541691516, 33.8669605876069, 34.37997170104546, 34.588679235189176
13, 0.3, TANH, 37.93580621591662, 37.82736163907341, 37.8256499897168, 37.86293928156894
13, 0.3, RELU, 35.71276294390151, 35.28877784158073, 42.51397218465152, 37.83850432337792
13, 0.325, SIGMOID, 34.65366951978392, 34.938608280012126, 34.27449357460396, 34.6222571248
13, 0.325, TANH, 37.94029806665998, 37.98249998866306, 37.77282049563771, 37.898539516986915
13, 0.325, RELU, 36.52922207580017, 41.562005129710535, 39.51433066241858, 39.201852622643095
