Number of Hidden Nodes, Learning Rate, Improvements, Activation Function, RMSE (1), RMSE (2), RMSE (3), RMSE (Average)
10, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.20092592971847, 34.78838903236362, 34.296647518113744, 34.42865416006528
10, 0.35, SIGMOID, BOLD_DRIVER, 34.940005122189966, 34.73326168007383, 34.62673548476639, 34.76666742901006
10, 0.35, TANH, , 37.87977171121439, 37.6471271755039, 37.76486421185211, 37.76392103285679
10, 0.35, TANH, MOMENTUM, 63.76308883772603, 63.86063358557612, 63.580451804272805, 63.73472474252498
10, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 48.34321661835055, 46.640363367425024, 45.15148343221664, 46.71168780599741
10, 0.35, TANH, BOLD_DRIVER, 36.76653305768648, 36.74445989913578, 36.947860661039805, 36.81961787262069
10, 0.35, RELU, , 40.80933370963266, 36.39007489715555, 40.442625883131974, 39.21401149664006
10, 0.35, RELU, MOMENTUM, 44.8651826122272, 44.06554025167415, 48.52599606000012, 45.818906307967154
10, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 51.91212721184003, 55.179605258836965, 39.71024689008024, 48.93399312025241
10, 0.35, RELU, BOLD_DRIVER, 40.837445458483, 41.78952726250342, 37.31522630266133, 39.980733007882584
10, 0.4, SIGMOID, , 34.78184541560578, 34.94474687278138, 33.277783198929555, 34.334791829105576
10, 0.4, SIGMOID, MOMENTUM, 35.566958993449504, 35.668840315252524, 34.61973056008747, 35.28517662292983
10, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.178519387276445, 35.57932350554674, 35.39867487926572, 35.38550592402964
10, 0.4, SIGMOID, BOLD_DRIVER, 33.92053765783791, 35.71390008692976, 34.58180003532791, 34.73874592669853
10, 0.4, TANH, , 37.40445685276851, 37.66466621626396, 37.72173412981381, 37.596952399615425
10, 0.4, TANH, MOMENTUM, 63.83350037159345, 66.61619232311448, 66.4484809818788, 65.63272455886225
10, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 62.69628526693315, 62.88940654844815, 62.953478221673365, 62.84639001235155
10, 0.4, TANH, BOLD_DRIVER, 36.79673973594531, 36.886709856068634, 36.769790361561945, 36.81774665119196
10, 0.4, RELU, , 42.250202460108326, 44.031572613436374, 37.040614002984555, 41.10746302550975
10, 0.4, RELU, MOMENTUM, 52.44599878290157, 52.34955099118112, 54.61161779258809, 53.135722522223595
10, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 41.32009292892119, 49.18243972710681, 56.39224478075485, 48.96492581226095
10, 0.4, RELU, BOLD_DRIVER, 36.95643006578287, 36.6444667177332, 39.58803447650023, 37.72964375333877
10, 0.45, SIGMOID, , 34.86614895947729, 34.968717393113, 34.234087299243896, 34.68965121727806
10, 0.45, SIGMOID, MOMENTUM, 35.72228992582887, 34.44268204732968, 36.04069608975593, 35.40188935430482
10, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.28800491505732, 35.586276363572644, 34.68043429002287, 34.85157185621761
10, 0.45, SIGMOID, BOLD_DRIVER, 33.900336442395506, 35.00688153177019, 35.324641866454755, 34.74395328020682
10, 0.45, TANH, , 37.511206754667, 37.20594479998458, 37.260197833670254, 37.325783129440616
10, 0.45, TANH, MOMENTUM, 61.727716497199836, 61.72626733146833, 61.595041559032744, 61.68300846256697
10, 0.45, TANH, MOMENTUM - BOLD_DRIVER, 63.82691374732144, 63.90486581032818, 64.20556779840162, 63.979115785350416
10, 0.45, TANH, BOLD_DRIVER, 36.74788146665577, 36.99778105480165, 36.92597757543199, 36.890546698963135
10, 0.45, RELU, , 40.056083591093234, 41.2116439074828, 37.80628261425614, 39.6913367042774
10, 0.45, RELU, MOMENTUM, 56.97231434644759, 177.8127059952525, 60.87525104845159, 98.55342379671724
10, 0.45, RELU, MOMENTUM - BOLD_DRIVER, 62.89936537953279, 60.54959415639317, 51.00482879751925, 58.15126277781507
10, 0.45, RELU, BOLD_DRIVER, 34.296471508107096, 39.76007525517612, 38.35741140310138, 37.47131938879487
11, 0.05, SIGMOID, , 51.638003326246434, 52.477021821242225, 51.495872058031466, 51.87029906850671
11, 0.05, SIGMOID, MOMENTUM, 50.75972971932833, 35.212317716038335, 33.18067915939877, 39.71757553158847
11, 0.05, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.60332777045871, 35.097861565768596, 34.37861547893028, 34.6932682717192
11, 0.05, SIGMOID, BOLD_DRIVER, 51.46578049008985, 48.169420500484634, 51.89663827688744, 50.51061308915397
11, 0.05, TANH, , 33.958212807935524, 34.65038537417941, 34.065223042753324, 34.22460707495608
11, 0.05, TANH, MOMENTUM, 34.97126641727139, 35.7580437559702, 35.29281737577234, 35.34070918300464
11, 0.05, TANH, MOMENTUM - BOLD_DRIVER, 36.440686024664075, 36.21316150551834, 36.21286610372095, 36.288904544634455
11, 0.05, TANH, BOLD_DRIVER, 42.03740881844584, 35.09251205936257, 35.20999569514253, 37.44663885765032
11, 0.05, RELU, , 34.545007212640165, 38.82121233970778, 38.41072773002982, 37.25898242745925
11, 0.05, RELU, MOMENTUM, 40.58967342065676, 34.122301865477475, 36.99982154475099, 37.237265610295076
11, 0.05, RELU, MOMENTUM - BOLD_DRIVER, 36.97491920325324, 34.451049994977026, 30.8348967046729, 34.08695530096772
11, 0.05, RELU, BOLD_DRIVER, 32.8003358026059, 36.291140626670156, 36.25768634779049, 35.116387592355515
11, 0.1, SIGMOID, , 34.37077165348692, 34.80104948907126, 33.372737185778284, 34.181519442778814
11, 0.1, SIGMOID, MOMENTUM, 35.170061277383994, 34.82904841981629, 34.68419138081815, 34.89443369267281
11, 0.1, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.581170162459294, 35.641519504563, 35.17182172672555, 34.79817046458262
11, 0.1, SIGMOID, BOLD_DRIVER, 35.357420792601914, 34.77565186599707, 34.34606220118886, 34.82637828659595
11, 0.1, TANH, , 35.25497966126753, 35.63615043786533, 36.101629611669686, 35.66425323693418
11, 0.1, TANH, MOMENTUM, 37.38712116143887, 37.70835926607504, 37.37570961995318, 37.49039668248903
11, 0.1, TANH, MOMENTUM - BOLD_DRIVER, 37.12828336664477, 37.95303144383881, 37.727284236301585, 37.60286634892839
11, 0.1, TANH, BOLD_DRIVER, 37.970463780829505, 36.719575786714614, 36.464809642259176, 37.051616403267765
11, 0.1, RELU, , 31.99204524305857, 33.61237948957087, 36.72738920374876, 34.1106046454594
11, 0.1, RELU, MOMENTUM, 38.10507979315843, 32.791717397697525, 39.46040743793747, 36.78573487626448
11, 0.1, RELU, MOMENTUM - BOLD_DRIVER, 35.93938959520814, 34.81200203648644, 35.162422054203546, 35.304604561966045
11, 0.1, RELU, BOLD_DRIVER, 36.45974648686052, 35.03044761830642, 33.595184901787235, 35.02845966898472
11, 0.15, SIGMOID, , 33.73437476682027, 33.83874848412479, 34.79095162419914, 34.121358291714735
11, 0.15, SIGMOID, MOMENTUM, 33.57503413883751, 35.236779243538535, 35.259967822588635, 34.69059373498823
11, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.610883932629406, 34.83577951288143, 34.680803166305274, 34.375822203938704
11, 0.15, SIGMOID, BOLD_DRIVER, 35.63437308913782, 35.09266231349561, 34.293695038374985, 35.0069101470028
11, 0.15, TANH, , 36.81509595063333, 36.56795750470572, 36.68484652005727, 36.68929999179878
11, 0.15, TANH, MOMENTUM, 37.837148070910786, 37.8065258173629, 37.82227329992379, 37.82198239606583
11, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 38.03869712363689, 37.902334419031305, 37.85055662197164, 37.93052938821327
11, 0.15, TANH, BOLD_DRIVER, 37.588066822730354, 37.44979257614903, 37.439467599843695, 37.49244233290769
11, 0.15, RELU, , 36.05175853111514, 33.280425762552746, 35.53165329585365, 34.95461252984052
11, 0.15, RELU, MOMENTUM, 32.142455130419044, 40.47642963750691, 38.07444463538955, 36.89777646777183
11, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 39.77952354141071, 37.732363821693, 36.44531191571225, 37.98573309293865
11, 0.15, RELU, BOLD_DRIVER, 33.68600792096305, 36.14861496103486, 34.86637735132096, 34.900333411106296
11, 0.2, SIGMOID, , 34.84133950414331, 34.85449558852799, 34.82227677248306, 34.839370621718125
11, 0.2, SIGMOID, MOMENTUM, 34.09095123725216, 34.044813557602914, 34.72884830001317, 34.28820436495608
11, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.9120644022307, 35.36472043675732, 34.19981741340033, 34.492200750796115
11, 0.2, SIGMOID, BOLD_DRIVER, 34.68519266231458, 33.74908116737777, 35.19851679129871, 34.54426354033035
11, 0.2, TANH, , 37.55847328589338, 37.39297463462578, 37.19072336334208, 37.38072376128708
11, 0.2, TANH, MOMENTUM, 37.59033112287235, 37.57380921355008, 37.83133237020377, 37.6651575688754
11, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.35253270828317, 37.32903415783103, 37.365468160584676, 37.34901167556629
11, 0.2, TANH, BOLD_DRIVER, 37.94744043872356, 37.91216185050627, 37.86839240901438, 37.9093315660814
11, 0.2, RELU, , 38.29940187275135, 34.411819231017, 41.26000954657428, 37.99041021678088
11, 0.2, RELU, MOMENTUM, 37.67024035211725, 38.96534654553026, 37.25843386824975, 37.964673588632415
11, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 39.861248893693336, 34.599002244654855, 35.56137403034874, 36.673875056232305
11, 0.2, RELU, BOLD_DRIVER, 36.436618687397846, 34.51852910229495, 36.72086673154658, 35.89200484041313
11, 0.25, SIGMOID, , 34.758556188987896, 34.85687783340472, 35.24668178169039, 34.954038601361
11, 0.25, SIGMOID, MOMENTUM, 35.61238543675709, 35.160766086532114, 33.91034127651828, 34.894497599935825
11, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.797505072211834, 35.25555486764854, 34.57007215423269, 34.874377364697686
11, 0.25, SIGMOID, BOLD_DRIVER, 34.066851308989335, 34.17972096672792, 34.019303606489366, 34.08862529406887
11, 0.25, TANH, , 37.68919634315175, 37.8492292451067, 37.45588444949075, 37.66477001258307
11, 0.25, TANH, MOMENTUM, 36.846536072386634, 36.934183685121006, 36.88065095404923, 36.88712357051896
11, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 37.77297647400096, 37.66372502644296, 37.99091481476115, 37.80920543840168
11, 0.25, TANH, BOLD_DRIVER, 37.31733948931254, 37.106933399150144, 36.72693937272622, 37.050404087062965
11, 0.25, RELU, , 36.805808970795674, 37.26447382715181, 35.930292986869375, 36.66685859493895
11, 0.25, RELU, MOMENTUM, 37.55166231703245, 44.94996280707932, 48.73599327699913, 43.7458728003703
11, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 37.3907541006762, 54.82456617838818, 39.99055600254658, 44.06862542720365
11, 0.25, RELU, BOLD_DRIVER, 36.94334801149451, 38.324320641039876, 32.1399911518247, 35.802553268119695
11, 0.3, SIGMOID, , 34.81118103868419, 34.08621617124538, 33.76164901906675, 34.21968207633211
11, 0.3, SIGMOID, MOMENTUM, 35.455496291872905, 34.71718772268242, 35.66428891680873, 35.27899097712135
11, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.12427147055464, 34.515179483367625, 34.43466907450304, 34.69137334280844
11, 0.3, SIGMOID, BOLD_DRIVER, 34.866829416532795, 34.4567473469924, 34.58661493936124, 34.63673056762881
11, 0.3, TANH, , 38.05222865166569, 37.83678796976242, 37.89641890826865, 37.92847850989892
11, 0.3, TANH, MOMENTUM, 52.38064451127354, 37.138807246953725, 60.29194600451668, 49.93713258758132
11, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 41.49459716364113, 46.410067290692545, 43.79772634447989, 43.90079693293785
11, 0.3, TANH, BOLD_DRIVER, 36.8813130998921, 36.702792536520334, 36.93272460364384, 36.83894341335209
11, 0.3, RELU, , 38.31607037834328, 34.01530445748904, 35.35610284018327, 35.8958258920052
11, 0.3, RELU, MOMENTUM, 46.870679146669815, 54.804876359122, 40.45452221455633, 47.37669257344938
11, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 34.698498371909544, 37.379563791758905, 39.35372198371449, 37.143928049127645
11, 0.3, RELU, BOLD_DRIVER, 40.065679348736346, 42.998459457633665, 43.55950623015997, 42.20788167884333
11, 0.35, SIGMOID, , 35.31468740039011, 34.826840031197655, 34.335264178262506, 34.82559720328343
11, 0.35, SIGMOID, MOMENTUM, 35.36266189365421, 33.13282349848727, 35.272033747716165, 34.589173046619216
11, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.02459309978412, 35.73081391339801, 34.787654623820366, 35.1810205456675
11, 0.35, SIGMOID, BOLD_DRIVER, 35.522412359300546, 35.23486102054812, 33.941191383445776, 34.89948825443148
11, 0.35, TANH, , 37.7212173803766, 37.72595527369281, 37.73378263941289, 37.72698509782743
11, 0.35, TANH, MOMENTUM, 63.89134080910852, 63.83133316738311, 63.77749834153534, 63.83339077267565
11, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 48.448777913346646, 47.5126656835509, 56.99979454719692, 50.98707938136482
11, 0.35, TANH, BOLD_DRIVER, 37.10422292593722, 36.76747077376304, 36.7630055795192, 36.878233093073156
11, 0.35, RELU, , 40.41379758137471, 37.21285688271337, 38.22492474532705, 38.61719306980504
11, 0.35, RELU, MOMENTUM, 60.54320353788643, 55.69697406011801, 53.02215299094714, 56.420776862983864
11, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 43.3245300804822, 43.210950134606904, 52.204241643361016, 46.24657395281671
11, 0.35, RELU, BOLD_DRIVER, 39.58968559663958, 36.34851180384141, 36.894098533132066, 37.610765311204354
11, 0.4, SIGMOID, , 33.133182982383346, 34.1661796331792, 34.01813495321567, 33.772499189592736
11, 0.4, SIGMOID, MOMENTUM, 35.4763331242522, 35.47954761001037, 34.54975070365527, 35.16854381263928
11, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.878236593940365, 34.76485933896663, 35.36141221637348, 35.00150271642682
11, 0.4, SIGMOID, BOLD_DRIVER, 34.57482541321112, 35.85148597237463, 35.38576790534648, 35.27069309697742
11, 0.4, TANH, , 37.35451656503824, 37.35095734286688, 37.45928417808908, 37.388252695331396
11, 0.4, TANH, MOMENTUM, 64.37930360745197, 62.132880845471824, 68.6800117880107, 65.06406541364483
11, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 62.7324909815295, 62.79687290931343, 62.75906972563821, 62.76281120549371
11, 0.4, TANH, BOLD_DRIVER, 36.885010806595396, 36.7501662347135, 36.78310701820333, 36.806094686504075
11, 0.4, RELU, , 39.8389936357457, 39.970175537451354, 40.7061368222534, 40.171768665150154
11, 0.4, RELU, MOMENTUM, 66.34861673667983, 61.600012524587164, 57.22594264450264, 61.724857301923215
11, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 47.73571324783685, 49.29026731953397, 47.4337133539678, 48.15323130711287
11, 0.4, RELU, BOLD_DRIVER, 36.87535971625678, 37.336792176177184, 40.185234547824436, 38.1324621467528
11, 0.45, SIGMOID, , 35.054023620336295, 35.547395026111914, 33.653474607458556, 34.75163108463559
11, 0.45, SIGMOID, MOMENTUM, 34.95635642472817, 34.74190471453893, 34.05324451819791, 34.583835219155
11, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.04281562367243, 33.92530026337108, 35.34067022217184, 34.76959536973845
11, 0.45, SIGMOID, BOLD_DRIVER, 35.78030281680601, 35.291481000408, 34.94626978157852, 35.33935119959751
11, 0.45, TANH, , 37.098137550293615, 37.20479369983096, 37.225204137417784, 37.176045129180785
11, 0.45, TANH, MOMENTUM, 61.72763688705335, 61.959328332879586, 61.840049545536836, 61.84233825515659
11, 0.45, TANH, MOMENTUM - BOLD_DRIVER, 64.04544937322716, 63.72031068481414, 63.663270712002415, 63.8096769233479
11, 0.45, TANH, BOLD_DRIVER, 36.74884244325631, 36.74675904248481, 37.00532000656788, 36.833640497436335
11, 0.45, RELU, , 35.318694858745495, 38.91286277528572, 43.588350641058106, 39.27330275836311
11, 0.45, RELU, MOMENTUM, 63.34656228400465, 78.03382773502368, 51.66852641427978, 64.3496388111027
11, 0.45, RELU, MOMENTUM - BOLD_DRIVER, 63.63580576807854, 64.08054932536237, 41.75573404581338, 56.49069637975143
11, 0.45, RELU, BOLD_DRIVER, 40.56379320701561, 40.744086722358176, 37.319931575956765, 39.542603835110185
12, 0.05, SIGMOID, , 52.03792734045095, 52.702523883540636, 52.320560528821915, 52.353670584271164
12, 0.05, SIGMOID, MOMENTUM, 34.683673826302645, 34.70630847580774, 32.73677213253305, 34.042251478214475
12, 0.05, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.2162865093333, 34.30601656866036, 34.03906826033676, 34.187123779443475
12, 0.05, SIGMOID, BOLD_DRIVER, 50.7760890133954, 51.13505476970089, 52.167912042873915, 51.35968527532341
12, 0.05, TANH, , 34.14967889586041, 34.134276252896235, 34.717055839059476, 34.333670329272046
12, 0.05, TANH, MOMENTUM, 35.614574882830844, 37.87488420189812, 35.637726274502555, 36.37572845307717
12, 0.05, TANH, MOMENTUM - BOLD_DRIVER, 36.56700448873733, 36.448329617627074, 36.53185528753961, 36.515729797968
12, 0.05, TANH, BOLD_DRIVER, 35.26284243974052, 35.16549336985762, 35.12765020633125, 35.185328671976464
12, 0.05, RELU, , 33.62017650283171, 34.02418163630917, 33.23448376659234, 33.626280635244406
12, 0.05, RELU, MOMENTUM, 33.92707097761851, 33.910166595730516, 39.86781848516419, 35.90168535283774
12, 0.05, RELU, MOMENTUM - BOLD_DRIVER, 39.27820984502364, 38.51083961834425, 37.76128366205409, 38.516777708473995
12, 0.05, RELU, BOLD_DRIVER, 35.26690201506644, 35.38887844341944, 35.78506475768238, 35.48028173872275
12, 0.1, SIGMOID, , 34.121149788213984, 34.17164581102048, 35.15633432101042, 34.48304330674829
12, 0.1, SIGMOID, MOMENTUM, 35.175833803865295, 34.86209347166638, 35.021763713484816, 35.01989699633883
12, 0.1, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.39969506353691, 35.61894255285943, 33.80594093952924, 34.6081928519752
12, 0.1, SIGMOID, BOLD_DRIVER, 34.317861530941435, 34.542154227325526, 35.94087243535915, 34.93362939787537
12, 0.1, TANH, , 35.49550564657647, 35.802413235846764, 35.40640334410066, 35.56810740884129
12, 0.1, TANH, MOMENTUM, 37.531950744315445, 37.286165870081405, 37.29394560999572, 37.370687408130856
12, 0.1, TANH, MOMENTUM - BOLD_DRIVER, 37.948789227008845, 37.8868916409722, 37.87008883042529, 37.90192323280211
12, 0.1, TANH, BOLD_DRIVER, 36.60978830878614, 36.603996140716795, 36.601687145803936, 36.60515719843563
12, 0.1, RELU, , 35.42016473912864, 35.17820165035746, 35.28605361792153, 35.29480666913588
12, 0.1, RELU, MOMENTUM, 49.150449055991196, 34.724481572140824, 33.97084606445887, 39.28192556419696
12, 0.1, RELU, MOMENTUM - BOLD_DRIVER, 38.691392229769555, 35.606524765630496, 36.41135987817757, 36.903092291192536
12, 0.1, RELU, BOLD_DRIVER, 35.01875733763883, 34.67730434338289, 35.10316131671987, 34.93307433258053
12, 0.15, SIGMOID, , 35.04473564138183, 34.33662258288645, 33.89703318342038, 34.42613046922955
12, 0.15, SIGMOID, MOMENTUM, 35.56610495771397, 35.18775466591372, 35.36947595523365, 35.37444519295378
12, 0.15, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.152401573693275, 35.24934074746726, 34.62820410179156, 35.00998214098403
12, 0.15, SIGMOID, BOLD_DRIVER, 34.813141140516166, 35.0219995345928, 34.60824941378336, 34.81446336296411
12, 0.15, TANH, , 36.7520143623084, 37.109006937234696, 36.802091861072604, 36.887704386871896
12, 0.15, TANH, MOMENTUM, 37.796879158137536, 37.88880418318422, 37.524355967849075, 37.73667976972361
12, 0.15, TANH, MOMENTUM - BOLD_DRIVER, 37.686011411001296, 37.129508504514966, 37.0871608873473, 37.30089360095452
12, 0.15, TANH, BOLD_DRIVER, 37.4199166549435, 37.498661345843004, 37.54538348731682, 37.48798716270111
12, 0.15, RELU, , 33.372994388708506, 33.50525691743164, 35.255870287601745, 34.044707197913965
12, 0.15, RELU, MOMENTUM, 36.46083422042408, 35.1491338643219, 35.526717380152135, 35.712228488299374
12, 0.15, RELU, MOMENTUM - BOLD_DRIVER, 34.618300394292596, 36.10939820792934, 36.604506703347965, 35.7774017685233
12, 0.15, RELU, BOLD_DRIVER, 35.71058970911054, 34.17287573684091, 38.369861179754984, 36.08444220856882
12, 0.2, SIGMOID, , 35.5092928436575, 34.86115122717679, 34.48658115719005, 34.952341742674776
12, 0.2, SIGMOID, MOMENTUM, 35.56998321209496, 35.14789019250772, 35.34975821662244, 35.35587720707503
12, 0.2, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.475496750366126, 34.98141138569855, 35.13853189240207, 35.19848000948891
12, 0.2, SIGMOID, BOLD_DRIVER, 34.47075840382788, 35.145755155249695, 35.10420837842984, 34.906907312502476
12, 0.2, TANH, , 37.25162392727273, 37.500633624736714, 36.750574316598964, 37.16761062286947
12, 0.2, TANH, MOMENTUM, 45.4564027361485, 37.52097104352447, 37.61022921198463, 40.19586766388587
12, 0.2, TANH, MOMENTUM - BOLD_DRIVER, 37.311137744108244, 37.55731917617623, 37.27154216448745, 37.379999694923974
12, 0.2, TANH, BOLD_DRIVER, 37.52236377731351, 37.86309515555196, 37.8070888474539, 37.73084926010646
12, 0.2, RELU, , 35.84834728870738, 37.73450153485656, 34.98722520201842, 36.190024675194124
12, 0.2, RELU, MOMENTUM, 41.721952421504334, 39.021723292209586, 40.85832014898637, 40.53399862090009
12, 0.2, RELU, MOMENTUM - BOLD_DRIVER, 34.19561823640444, 37.82064386077911, 36.47364379963797, 36.163301965607175
12, 0.2, RELU, BOLD_DRIVER, 34.17764019787803, 41.66385941390527, 38.58846090957534, 38.14332017378621
12, 0.25, SIGMOID, , 33.964851193626345, 34.53765099535052, 34.60837616833987, 34.37029278577224
12, 0.25, SIGMOID, MOMENTUM, 34.79266262240186, 35.019029392631516, 34.93033859872368, 34.914010204585686
12, 0.25, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.08336859429022, 35.46104723967543, 34.61264467071864, 34.71902016822809
12, 0.25, SIGMOID, BOLD_DRIVER, 35.0633801410109, 34.57941130980438, 34.00317823377269, 34.54865656152932
12, 0.25, TANH, , 37.878248914125656, 37.773819385748396, 37.78109138622688, 37.81105322870031
12, 0.25, TANH, MOMENTUM, 36.86697984226275, 36.981156394954965, 36.930585807319844, 36.92624068151252
12, 0.25, TANH, MOMENTUM - BOLD_DRIVER, 37.88390924979985, 37.96530024411588, 37.77151013656373, 37.873573210159826
12, 0.25, TANH, BOLD_DRIVER, 37.117946964931576, 37.32977928841071, 37.3600908946891, 37.26927238267714
12, 0.25, RELU, , 35.721177630921616, 35.84509835890888, 34.18889841107657, 35.251724800302355
12, 0.25, RELU, MOMENTUM, 40.349082703711396, 46.20622834889184, 37.52201824000492, 41.359109764202714
12, 0.25, RELU, MOMENTUM - BOLD_DRIVER, 33.486987076036755, 34.25514579129997, 41.90315935339201, 36.548430740242914
12, 0.25, RELU, BOLD_DRIVER, 38.172539404056636, 32.061567872587496, 37.453887797109104, 35.89599835791774
12, 0.3, SIGMOID, , 34.692249270398435, 34.700289994664395, 35.39457899497596, 34.92903942001293
12, 0.3, SIGMOID, MOMENTUM, 33.94256786507278, 34.29703365343632, 34.8041937676018, 34.34793176203697
12, 0.3, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.124975285624956, 35.41441351567022, 34.539098719070026, 35.0261625067884
12, 0.3, SIGMOID, BOLD_DRIVER, 33.335630619722174, 34.91188184364854, 35.49448623850092, 34.58066623395721
12, 0.3, TANH, , 37.71915123542874, 37.92731391695009, 37.71602264752733, 37.78749593330205
12, 0.3, TANH, MOMENTUM, 60.26621684095437, 60.12695692686493, 60.27711575152139, 60.22342983978023
12, 0.3, TANH, MOMENTUM - BOLD_DRIVER, 59.72041809782594, 38.04255070793181, 48.00754703956815, 48.59017194844197
12, 0.3, TANH, BOLD_DRIVER, 36.877894743093584, 36.89517519377931, 36.97275502014495, 36.91527498567262
12, 0.3, RELU, , 37.216891710731176, 35.00101653659413, 37.46775091977299, 36.561886389032765
12, 0.3, RELU, MOMENTUM, 39.72056433442876, 45.654329679337316, 45.09880558057738, 43.49123319811448
12, 0.3, RELU, MOMENTUM - BOLD_DRIVER, 35.12691906192246, 36.23666669586303, 43.47479857504937, 38.27946144427829
12, 0.3, RELU, BOLD_DRIVER, 39.76101853633799, 34.807541474312636, 45.46432200142736, 40.01096067069266
12, 0.35, SIGMOID, , 34.5874124662609, 34.15514201980016, 34.19945452307239, 34.31400300304448
12, 0.35, SIGMOID, MOMENTUM, 35.98334923286074, 35.360004832874715, 33.742888270214465, 35.02874744531664
12, 0.35, SIGMOID, MOMENTUM - BOLD_DRIVER, 33.88049343560311, 35.07205806438676, 35.73621538668141, 34.89625562889042
12, 0.35, SIGMOID, BOLD_DRIVER, 34.761127766435116, 34.28940302105662, 35.171366173912595, 34.74063232046811
12, 0.35, TANH, , 37.65839034817383, 37.74479288613783, 37.88328818524384, 37.76215713985183
12, 0.35, TANH, MOMENTUM, 63.81899793651952, 63.79552073286808, 63.76035641973776, 63.79162502970845
12, 0.35, TANH, MOMENTUM - BOLD_DRIVER, 56.844048126735046, 47.506573891207914, 48.2986002487798, 50.883074088907584
12, 0.35, TANH, BOLD_DRIVER, 36.78447118774877, 36.9105699267754, 36.864339067596866, 36.85312672737368
12, 0.35, RELU, , 38.27782557009813, 40.59000579353432, 39.34525825392507, 39.404363205852505
12, 0.35, RELU, MOMENTUM, 48.41373583110334, 46.54810325636044, 51.82196279097399, 48.927933959479255
12, 0.35, RELU, MOMENTUM - BOLD_DRIVER, 47.480901404885834, 41.38051605844716, 39.913111563161515, 42.92484300883151
12, 0.35, RELU, BOLD_DRIVER, 35.435531817723444, 38.10430077578521, 45.69747448450443, 39.74576902600436
12, 0.4, SIGMOID, , 34.316454016565416, 34.458209984772125, 34.29982291736478, 34.35816230623411
12, 0.4, SIGMOID, MOMENTUM, 34.10336557257521, 34.578011796745294, 34.869026688651545, 34.516801352657346
12, 0.4, SIGMOID, MOMENTUM - BOLD_DRIVER, 34.941076422868385, 34.716831925851004, 34.99297604667801, 34.883628131799135
12, 0.4, SIGMOID, BOLD_DRIVER, 33.938594250070665, 35.31047721485784, 34.6477131474934, 34.632261537473966
12, 0.4, TANH, , 37.61947323164509, 37.41919414079269, 37.50565615454233, 37.51477450899336
12, 0.4, TANH, MOMENTUM, 63.069871715116065, 64.29475921997899, 61.759729842702534, 63.0414535925992
12, 0.4, TANH, MOMENTUM - BOLD_DRIVER, 59.887837974871644, 63.020732835130445, 63.01847045542228, 61.97568042180813
12, 0.4, TANH, BOLD_DRIVER, 37.03996509813181, 36.827754850177406, 37.05327079437273, 36.97366358089398
12, 0.4, RELU, , 41.48947022722915, 34.288527247839106, 40.12287988813331, 38.633625787733855
12, 0.4, RELU, MOMENTUM, 48.14401181252052, 161.60978927991835, 53.714896252603474, 87.82289911501412
12, 0.4, RELU, MOMENTUM - BOLD_DRIVER, 45.12759210357672, 47.21118492020274, 45.90476430602668, 46.081180443268714
12, 0.4, RELU, BOLD_DRIVER, 39.52944942988271, 34.749686650599706, 39.81558924913591, 38.031575109872776
12, 0.45, SIGMOID, , 34.594564013577276, 34.14779700895702, 34.71439275257586, 34.485584591703386
12, 0.45, SIGMOID, MOMENTUM, 34.86396933564143, 34.63570518098943, 34.62308467962588, 34.70758639875225
12, 0.45, SIGMOID, MOMENTUM - BOLD_DRIVER, 35.06349070793146, 35.27941733529909, 35.33454337189542, 35.22581713837533
